content,likes,platform
try going sungei buloh wetland reserve,36,YouTube Comments
man missed western food store wild olives fantastic,45,YouTube Comments
0959 necessarily leh ghib anyway strangers respond spontaneously look film star even though may know already famous blogger singapore🤓,38,YouTube Comments
1140 u outdoor nature consider macritchie treetop walk,31,YouTube Comments
212 classmates,5,YouTube Comments
1433 look delicious,16,YouTube Comments
come back sunday afternoon see green flood army trainees,19,YouTube Comments
w ’’,13,YouTube Comments
bottles park form tracks horses gallop pay ride live right next park come,30,YouTube Comments
missed going ehub downtown east e avenue check pasir ris,3,YouTube Comments
🥺,9,YouTube Comments
went suicide tower without knowing xd,9,YouTube Comments
1108 place haunted,27,YouTube Comments
pasir ris sm i'm glad i'm living,15,YouTube Comments
think btw parts pasir ris still looks unchanged 90s,2,YouTube Comments
i'm singaporean i'm watching interesting hope enjoy,1,YouTube Comments
ojisan birdwatch tower one haunted places dare visit video watch tower thursday night haha,7,YouTube Comments
lucky enough might see wild boars pasir ris also want nature macritchie good place go,14,YouTube Comments
said rainy i'm december joke,16,YouTube Comments
i've lived pasir ris 40yrs alreadyback houses roads dirt paths kampung housesit changed much 40yrs still,5,YouTube Comments
“and look delicious” sahjshakshajshakshkajsh,3,YouTube Comments
hi ojisan videos always put smile faces full info entertainment smile try explore lim chu kang area islands pulau ubin plenty greeneries nature breeze thank,8,YouTube Comments
lol thought students know famous,7,YouTube Comments
oh god house across wasn’t point time,0,YouTube Comments
1ghibsugarcane juice,10,YouTube Comments
visit pasir ris farmway well find lot interesting stuff make way end find red bridge lorong halus links pasir ris punggol,7,YouTube Comments
notice press lift buttons ordering gong cha haha,2,YouTube Comments
1435 omg hahaha,0,YouTube Comments
1107 actually notorious suicide tower pasir ris said haunted haha,0,YouTube Comments
ghib explore bukit batok little guilin,12,YouTube Comments
revisit pasir ris sunday,2,YouTube Comments
u really know way well i'm impressed,1,YouTube Comments
thank including japanese subtitles even parts speaking japanese really helpful people watching videos course also watching interesting content,4,YouTube Comments
1233 lol 🤣 malaysia,0,YouTube Comments
great job tourism board work,1,YouTube Comments
funny way use ur punch select something,2,YouTube Comments
visit changi village start walking changi broadwalk changi village try nasi lemak food centre,15,YouTube Comments
thank showing pasir ris,1,YouTube Comments
live near api api river pasir ris something unique many ppl experience always nice walk along morning glad finally exploring pasir ris maybe going bike future trips get gopro mounts ready haha many delicious looking chickens living right tree block,5,YouTube Comments
go downtown east,1,YouTube Comments
coming tampines,0,YouTube Comments
wow didn’t even know there’s places even tough singaporean lol feeling give tumbs 🤣,2,YouTube Comments
i’ve years i’ve never pasir ris thanks idea,0,YouTube Comments
vids much interesting singaporean youtubers,202,YouTube Comments
mean haolian haha singaporean already,158,YouTube Comments
well done stirring skills go make dalgona coffee hand,141,YouTube Comments
jipun lang lai liao,87,YouTube Comments
mean haolianthis delicious haolian' 🤔🤔 know haolianwell done jipun lung,77,YouTube Comments
originally thought going make ondeh ondeh,65,YouTube Comments
pretty astounded bubbles looked big ping pong ball 🤣🤣🤣🤣🤣🤣,8,YouTube Comments
“ji pun lang zao liao” ghib san dialect point videos real fake perfect glad pearls turned hard work lol,19,YouTube Comments
3 dislikes koi liho gongcha,34,YouTube Comments
1105 “this lunch” whispers don’t give people ideas ghib,50,YouTube Comments
lol used big knife hit small knife u use big knife cut gula melaka,7,YouTube Comments
mixer need bubble tea shop use hand mix take much timebut big boba funny haha nice effort,4,YouTube Comments
signed jipun lang zao liao,35,YouTube Comments
made video looked science experiment fun watching feel home,18,YouTube Comments
haolian correct usage singlish,64,YouTube Comments
great effort monster sized tapioca ball scary,11,YouTube Comments
ica officer looks ghib haolian say proceeds give ghib pr status xd can't get anymore singaporean,28,YouTube Comments
really fun watching episode huge bubbles funny imagine tasted really good diy bubble tea seems achievable thought,20,YouTube Comments
wa one fav youtuber hahahhahahaha,34,YouTube Comments
funniest cooking tutorial ever watched struggling haolian chef bubbles different shapes sizes inclusive,5,YouTube Comments
stir arm pain time consumingkudos ghib effortany sheng siong staff watching gotta tell boss give guy vip card lah practically gets everything advertise free vidsheng siong exclusive youtuber customer sheng siong huat covid periodthe kit kat made viet thinksaw viet words,3,YouTube Comments
sorry laugh hard watching cooking show next time see bubble tea shop i’ll definitely think,9,YouTube Comments
praying,23,YouTube Comments
first thought sloppy lazy dough balls getting bigger bigger finished result looked actually pretty interesting also deviation published recipe helpful many viewers tend botch even simple instructions🤪,1,YouTube Comments
