response_to,user,timestamp,comment,likes,replies_attracted,channel
This is where the rich people in Singapore live... | Orchard Residence,chae,7 months ago,This is actually one of the better-priced properties in Orchard. The rentals are priced well too. About 1.5%-2.5% of the cost of the property. So you are basically paying for the cost of the interest that your landlord pays without the need to pay taxes. Taxes and the down payment can accumulate to 40% of the price of the property.,0,View 2 replies from Ghib Ojisan and others,GO
This is where the rich people in Singapore live... | Orchard Residence,MYT,1 year ago,建物は最高ですね！昼間より夜の方が外の景色素晴らしいような気がします😅,0,,GO
This is where the rich people in Singapore live... | Orchard Residence,るな,1 year ago,すごーい綺麗✨金額もすごーい(^-^)✨🥰,1,View reply from Ghib Ojisan,GO
This is where the rich people in Singapore live... | Orchard Residence,るんちゃん・ Rumi ・,1 year ago,"素敵なお部屋にコンドでしたね(*´-`)💕

CMもナイスアイディア！！",4,,GO
This is where the rich people in Singapore live... | Orchard Residence,ロポロ/世界一の巨人ファン,1 year ago,ここの部屋で嫁と子供2人とお手伝いさん3人で生活してる夢見ました🙇‍♀️,1,View reply,GO
This is where the rich people in Singapore live... | Orchard Residence,Sayaka Summer Maeda Franklin,1 year ago,仕事頑張ってたらこんな所住めると思ってたけど、むり！ジブさん、あとは頼んだ！,0,,GO
This is where the rich people in Singapore live... | Orchard Residence,biora美緒羅,1 year ago,"🌟バルス🌟

ジブオジさんももう少しで住めますね〰️頑張って😊👌💕",5,View reply from Ghib Ojisan,GO
This is where the rich people in Singapore live... | Orchard Residence,mi so,1 year ago,タイムリー！数日前、夜中に与沢翼の家潜入の放送されてた。同じ部屋だ〜😮住む世界が違うなぁ。ジブおじもいずれ住むのかな?😁,4,,GO
This is where the rich people in Singapore live... | Orchard Residence,桜吹雪,1 year ago,お料理やお洗濯や掃除はお手伝いさんがするのでしょうね？,10,REGISTER,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,あれBanana,4 months ago,Japan's 7-11 beats ours hands down,157,View 11 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Dangitzpro,4 months ago,You should have tried the hanjuku eggs and chocolate lava cake!,114,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Kaya Butter,4 months ago (edited),"Please don't overfill yourself for a video Ghib! Splitting it into 2 meals is fine, nobody will complain.

Also, this is honestly surprising as a local, to know that Singapore 7-11's instant meals aren't all bad.",64,View 3 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Michelle Ong,4 months ago,You should have gotten the lava cake :( and I love the way you say “eeee” makes me laugh 😂,89,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,MSBMH,4 months ago (edited),"SG 7-11 has a lot of good instant food, my personal favourites are the Kimchi fried rice, Bulgogi wrap, the Chicken Thighs,Briyani and ALL their sandwiches.
The reason why SG 7-11 isnt always talked about is because with the same price, we can get good food at hawker centres instead since hawker centres are everywhere too over here",18,View 6 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,C 7,4 months ago,Do a review of the food in donki donki! :),35,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,LemonStrike111,4 months ago (edited),"Thai basil chicken, butter chicken briyani & teriyaki burger are the best 

The paus are ok & for drinks especially new ones wait for some time and it may go on sell for $1. The cookie & cream drink is $2.40 because it's 7-11",71,View 5 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Jo Lim,4 months ago,"After u finish all these meals, jippun lang bui liao..",10,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Alfred Ang,4 months ago (edited),"for us singaporeans 7-11 is literally a convenient store. singaporeans go to 7-11 to eat when all the hawker centers or food courts are closed, which is usually at night, after a long day from work or stuff. unlike japan where 7-11 is to them a restaurant where there are places rto eat and services, us singaporeans usually order to go. btw bandung is a rose syrup drink with condensed milk",86,View 3 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,thelastsambidian,4 months ago,"Honey chicken bao is the halal equivalent to traditional chinese pork char siew bao, just that the chicken replaces the pork. It tastes sweeter, lighter, and less fatty. :D",35,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,O la la arden,4 months ago,you should try the hanjuku eggs!! they're really good :),36,View reply,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Gecko Tan,4 months ago (edited),That butter chicken biryani was also what I had for my first week of staying at home (Circuit breaker) too! Really restaurant standard.,16,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,XenonKirito,4 months ago,Ribena is actually made from Blackcurrant it's a very different kind of fruit and it's not a blackberry.,9,View 4 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,J C,4 months ago,Microwave the onigiri for about 20 seconds on medium; it'll soften/moisten the rice and make it taste much better.,14,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,blazinbeat,4 months ago,I would say our 7-11 is improving compared to 10 years ago. Start to have something interesting to try.,10,View 4 replies from Ghib Ojisan and others,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Chie,4 months ago,"おっ(*ﾟ∀ﾟ*)日本店7のスタッフです🤗　今朝も働いてきました(о´∀`о)  全く違うお店みたいで驚きでした！
バターチキン美味しそうですね〜🎶　スタッフからすると、日本でも中華まん系もホットスナック系も自分で取ってほしい！笑",6,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Brendadirk Cramplescrunch,4 months ago,"Don't know if other Singaporeans share this view but I never really saw the appeal of 7/11 because I feel that most of us have 24/7 eateries or supermarkets nearby. But Japan 7/11 is amazing though, so much variety!",5,View reply,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Grace Tan,4 months ago (edited),Lava cake from 7-eleven.,13,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Joyce Chan,4 months ago,"I lol every time you say ""eee"" hahaha. never noticed that it's a very Singaporean thing until a non-local did it",6,View reply,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,和泉愛依,4 months ago,A shame he didint get those hanjyuku eggs. Those are great to pair with cup nooodles.,13,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Syamsul A,4 months ago,Btw “bandung” is not pronounced “ben-Dung” but “Bahn-Dohng”  😁,3,View reply from Ghib Ojisan,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,えいよいよ,4 months ago (edited),"7-elevenはhainanese chicken riceも持っていますが、それはまれ！ 好きです
(本当に日本語が苦手 😅)",7,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,VictJay Fins,4 months ago,“ee whats that” HAHA so singaporean,8,View reply from Ghib Ojisan,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,すずきあかり,4 months ago,"お花のジュースきれいですねー！バンダンドリンク飲んでみたい🙆🏾
カレーもおいしそうですね。
ジブおじさんの動画見るとシンガポール行きたすぎてやばいです😂😂
シンガポールではコンビニの麺類やカップラーメンが売れないと聞いたことがあります。フードコートのほうが安くてうまいから、、ほんとなんでしょうか？😂",5,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Evelyn Ho,4 months ago,The bandung is actually rose syrup and milk☺️👍,5,View reply,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Add Herre,4 months ago (edited),"Ghibisan... wow, your big appetite leaves me speechless... LoL! I wish I could eat alot like you. I'm hooked to 7-Eleven Bubble Milk (tea) drinks  haha. They always have a promo 2 for $3. You may not like it but to me, I like it cause it's not too sweet.  Update: Now I am drinking it while watching your vid. :)",22,,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,Jane Esther,4 months ago,"Ghib, I am so amazed by your hugh appetite. Don't try to risk your health for us by eating all these food. Hope to see your video on other interesting stuff...and eventually, to see your outing video soon.
Stay safe and healthy!",8,View 2 replies,GO
Japanese Reviews Singapore's 7-ELEVEN Food! I am Surprised..,AG UT,4 months ago,Bundong is usually a combo of rose syrup and milk flavour :-),2,,GO
I don't know what to do from now on.,Terr Di,6 months ago,"People like you are essential in building a stronger bridge between Singapore and Japan. Don't give up making these videos!! 

(P.s; also tell us your favourite animes if you want to.)",183,View reply,GO
I don't know what to do from now on.,jbtang2002,6 months ago (edited),Teach Japanese!! 大阪弁もいいよ！^^,46,,GO
I don't know what to do from now on.,Mia Néry,6 months ago (edited),"My suggestions: your travel stories, what not to do when visiting Japan, recreating your favorite sg dishes, live guitar session, funny/awkward situations from when you were a newbie here.",67,View reply,GO
I don't know what to do from now on.,Freedam X,6 months ago,"完全に同意。
食べるものがあり、住む家があり、着られる服があり、友人がいて、家族がいて、ジブリアニメもあるｗ
それで充分に幸せなんです。",29,,GO
I don't know what to do from now on.,Corolin Tay,6 months ago,"Why don't you film ""What I do in a day during quarantine?"" :) ""How to improve yourself during quarantine?"" ""Recommend books you read during quarantine and what it taught you."" Maybe you can even teach people how to play the guitar sometimes. ",42,View reply,GO
I don't know what to do from now on.,Isaac Ng,6 months ago,"Considered short clips for Singaporeans to learn Japanese language (interactive and practical way)?
great channel and job heart bro! :)",36,,GO
I don't know what to do from now on.,LinksRoyal,6 months ago,Some Live talk perhaps or live Guitar sessions? also many people do enjoy asking question to you and hearing you out vice versa. also perhaps take this time as a break for you? stay safe and stay awesome Ghib-san!,70,View 2 replies,GO
I don't know what to do from now on.,Avenge Basketball,6 months ago,"How bout doing some cooking, teach us how to cook Japanese food or maybe try cooking SG food, even a fusion lol.",34,,GO
I don't know what to do from now on.,Choi Sim,6 months ago,What about losing the fats that you've gained that you've mentioned in previous videos? I will be motivated to join 😂. A fresh new look after opening the sesame door after a month? 🤣,62,View 3 replies,GO
I don't know what to do from now on.,Weai Peng Goh,6 months ago,"1) Teach Japanese to your fans
2) Play local Sg songs using your guitar",20,,GO
I don't know what to do from now on.,2801 c,6 months ago,"ほんとうにYouTuberさんだけでなく、みんながこれから何ができるのか
個人個人で考える時代になっていくんでしょうね。そのことを口にして
くれて、そんなYouTuberさんは初めてだと思います。ジブおじさんとても
信頼できると感じました。これからの活動も楽しみにしています！",8,View reply,GO
I don't know what to do from now on.,Shinichiro Mizutani,6 months ago,"シンガポール在住の日本人です。
あなたの動画いつも楽しく観ています。
明日から更に自由が制限されますね。でも。お互い頑張りましょう！",6,,GO
I don't know what to do from now on.,John Appleseed,6 months ago,"Stay strong during this period, korkor",18,View 2 replies,GO
I don't know what to do from now on.,spedtron,6 months ago (edited),"Maybe you can do some snack/instant food review, reaction videos, story telling. Stay safe n stay positive👍",19,,GO
